Customer ID,recency,T,frequency,monetary,expected_purc_6_month,expected_average_profit,clv,segment
12747.0,52.285714285714285,52.857142857142854,11,381.4554545454545,4.763590139009243,387.8659164810694,1935.941861614157,A
12748.0,53.142857142857146,53.57142857142857,209,161.3384210526316,75.99910291246759,161.48934106730158,12860.3224064656,A
12749.0,29.857142857142858,30.571428571428573,5,818.176,3.8945902391007463,848.1266348335496,3459.0592460587236,A
12820.0,46.142857142857146,46.857142857142854,4,235.585,2.4330835469912966,247.1577195157713,629.997369619287,C
12822.0,2.2857142857142856,12.571428571428571,2,474.4400000000001,2.949780073926606,521.1725158984126,1608.4561327553388,B
12823.0,31.571428571428573,42.57142857142857,5,351.9,2.848220643165441,365.22339274174004,1089.6989261199678,B
12826.0,51.714285714285715,52.285714285714285,7,210.67428571428573,3.3350837696706686,216.53410612718403,756.6534278685067,C
12827.0,5.428571428571429,6.428571428571429,3,143.38333333333333,6.277353481668458,153.43523147505496,1007.2645238422459,B
12828.0,18.142857142857142,18.714285714285715,6,169.785,6.119319000433252,175.44240511273284,1123.757325680595,B
12829.0,3.2857142857142856,51.57142857142857,2,146.5,0.09990769662486017,162.34477710225207,16.99280714815809,D
12830.0,19.142857142857142,24.714285714285715,6,1135.7733333333335,4.929156144525637,1169.9668176081952,6038.05002390555,A
12832.0,9.285714285714286,14.142857142857142,2,191.51500000000001,3.4547461091781693,211.59961232183238,764.9158724564478,C
12836.0,36.0,44.714285714285715,4,653.2149999999999,2.4336076294613207,683.5708475294025,1742.6999604084106,A
12838.0,48.57142857142857,53.57142857142857,2,341.565,1.4485800286978217,375.7823963871,570.324519761322,C
12839.0,52.0,52.57142857142857,14,399.38714285714286,5.881873941858367,404.63008472892955,2493.7428366078248,A
12840.0,11.714285714285714,32.57142857142857,4,681.6925,1.5372371197966075,713.3291380090334,1148.3827765261974,B
12841.0,52.42857142857143,53.285714285714285,25,160.894,9.791185443961389,162.16031187311688,1663.6773052414271,B
12842.0,34.0,44.285714285714285,2,559.495,1.633352986544669,614.2386051931232,1050.950990271562,B
12843.0,28.285714285714285,37.857142857142854,8,212.78250000000003,4.336526069962656,217.94009969298705,989.957244958461,B
12844.0,14.428571428571429,18.714285714285715,2,162.98,2.9999217585203355,180.3769815767313,566.3519508556295,C
12845.0,3.142857142857143,41.57142857142857,4,88.5225,0.04426065839420593,93.48100654375142,4.334108919538128,D
12849.0,33.857142857142854,38.57142857142857,2,525.4449999999999,1.8634737970078805,576.9815322346269,1126.1392167366891,B
12853.0,25.857142857142858,45.285714285714285,6,326.1833333333334,2.276060258086805,336.4608721131309,802.2730259126888,C
12854.0,34.142857142857146,45.57142857142857,3,441.50000000000006,1.9691093231118924,469.701261507584,968.9023563333501,B
12856.0,7.857142857142857,9.285714285714286,6,363.32166666666666,8.667881296562582,374.6963019468873,3397.575420241982,A
12857.0,13.0,43.42857142857143,2,553.2,0.8965687336038473,607.3506969912514,570.4009601035939,C
12867.0,47.57142857142857,51.57142857142857,7,576.6885714285714,3.3381600528768773,591.7771815487329,2069.7790797108482,A
12868.0,26.714285714285715,53.42857142857143,6,267.84333333333336,1.3430214812819499,276.3974611765061,388.9430904893439,D
12871.0,17.571428571428573,29.714285714285715,2,190.32000000000002,2.065031141987074,210.2920586599997,454.7193709175346,D
12872.0,5.428571428571429,52.285714285714285,2,299.98500000000007,0.15875504877655194,330.2860940783108,54.935265824590104,D
12875.0,31.285714285714285,52.0,2,171.61500000000004,1.3198395621540522,189.82528774403283,262.4861556861181,D
12877.0,50.57142857142857,51.42857142857143,12,127.98083333333335,5.2381300696848365,130.15988589783348,714.3657455505223,C
12878.0,4.142857142857143,38.142857142857146,2,427.495,0.3770179894232852,469.805899450935,185.51654117888512,D
12879.0,6.714285714285714,13.285714285714286,3,191.07333333333335,4.231315101233105,204.02860198632453,903.3197247634483,C
12882.0,3.4285714285714284,5.0,2,731.5199999999999,5.398792793354966,802.4661522029709,4529.875058595896,A
12883.0,9.142857142857142,12.857142857142858,4,175.8675,5.466668112511687,184.75439367195256,1056.7971905809536,B
12885.0,8.571428571428571,17.857142857142858,3,391.73999999999995,3.4200554499957376,416.91186925258756,1492.343362582767,B
12886.0,21.571428571428573,31.571428571428573,2,689.1999999999999,2.056933311754446,756.1601513922936,1628.7498016041845,B
12888.0,5.857142857142857,36.57142857142857,2,177.06,0.5992067386331664,195.78313685589805,122.86721442036927,D
